,trigram,n
2867,first successful stage,4
4160,last weeks someone,4
345,around important support,4
7883,set five key,4
791,care support businesses,4
392,assert importance government,4
4729,may transmit coronavirus,4
706,business lobby fearful,4
2728,facts contacts schools,4
9880,would assert importance,4
7947,showing equal viral,4
9319,urged reopening ni,4
9561,watch short film,4
785,care homes homeless,4
7261,schools coronavirus schools,4
2878,five key principles,4
2735,familiar schools must,4
9629,week letters found,4
8381,studies add evidence,4
9422,viral load across,4
4395,live updates page,4
6067,problems within education,4
61,across primary schools,4
9977,york times norway,4
7263,schools coronavirus tutoring,4
6097,promises plan next,4
8480,support schools challenging,4
7654,schools would increase,4
4532,looking whats best,4
7225,schools clear plan,4
1582,coronavirus raab says,4
9474,voicescotland voice would,4
7919,shelaghfogarty lbc covid19,4
6139,providing students donated,4
9871,worrying illustration long,4
366,article school reopening,4
6169,published today includes,4
9624,week education minister,4
2109,dfe tips youve,4
8447,support businesses schools,4
2763,faqs updated information,4
2819,film key facts,4
2097,determine education phased,4
4538,loss fourweek school,4
9307,updates page unfortunate,4
4541,lost dearly loved,4
9304,updates fm says,4
2101,developments school community,4
9305,updates governments temporary,4
4554,loved relatives friends,4
148,affected closure schools,4
4513,long term sustainable,4
4512,long term funding,4
4510,london uk germany,4
4509,london try tackle,4
2848,fionaas urges schools,4
9472,voicegensec voicecymru voicescotland,4
2845,fines parents lockdown,4
376,ascl members todays,4
7244,schools colleges together,4
4475,lockdown reopen schools,4
9045,track tes research,4
7213,schools challenging time,4
4614,making published today,4
6113,protocol safeguards pupils,4
6889,roadmap ease lockdown,4
1157,closing help stop,4
4485,lockdown secondwave nhs,4
8470,support needed schools,4
6114,proud right thing,4
1156,closing gap rebuttal,4
7218,schools children care,4
4494,lockdown theres great,4
9752,within education system,4
1729,councillors letter gavinwilliamson,4
2831,find opening schools,4
4735,mcgowan general secretary,4
2147,digital divide schools,4
795,carers along current,4
9776,wording bad taste,4
9338,us credit give,4
2679,expediency covid_19 schools,4
3874,iom manxradio coronavirus,4
4848,minister says theres,4
7292,schools education notforprofit,4
4843,minister kirsty williams,4
9105,trustees take look,4
673,britain school closures,4
1310,consequence covid closures,4
4225,learning coronavirus pandemic,4
4227,learning crisis schools,4
6005,primarily media business,4
321,approach opening schools,4
4832,minimum priorities schools,4
4233,learning loss fourweek,4
2968,fourweek school closure,4
2010,decision making published,4
1410,coronavirus covid framework,4
4238,learning online schoolclosureuk,4
4239,learning platforms help,4
7173,schoolmeals coronavirus joinourmovement,4
4243,learning running short,4
4853,ministers closing gap,4
2676,expected rise referrals,4
6346,read keep pupils,4
6349,read need ensure,4
4162,late next year,4
2651,excellent article school,4
844,caution danish authorities,4
1981,death plan emerges,4
4168,latest data christian,4
5968,practice guidance dfe,4
8563,tackle internet poverty,4
1309,consensus infectiousness children,4
7969,sidelining cpd fionaas,4
4887,monitoring minimum priorities,4
9111,try tackle internet,4
2662,existence results surprised,4
9463,vit vaccines grounds,4
412,attendance fines parents,4
5977,preexisting problems within,4
7168,schoolclosures shelaghfogarty lbc,4
1171,closure schools coronavirus,4
5985,prematurely jacquie white,4
4866,mirrors ongoing coronavirus,4
4865,mirror mashes two,4
50,across age groups,4
9945,year parent carers,4
9099,trust boss believes,4
1451,coronavirus education ministers,4
4763,media business lobby,4
4302,letter gavinwilliamson around,4
2037,delivering lessons online,4
9325,urges caution danish,4
4782,members todays newsletter,4
8360,students donated devices,4
4308,letters found covid,4
2040,demand lifting lockdown,4
6279,range fantastic resources,4
7562,schools scotgov want,4
2712,eye faqs updated,4
2154,director joylawn discusses,4
6009,primary schools could,4
395,assessments plans education,4
9632,week mr hill,4
4332,lifting lockdown driven,4
8364,students familiar schools,4
7184,schools also delivering,4
6035,principles determine education,4
6039,priorities schools governors,4
2904,fm says welsh,4
8370,students pandemic visit,4
797,carers give update,4
2034,delighted partnered nspcclearning,4
2033,deleted tweet daily,4
9327,urges schools teachers,4
55,across country adapt,4
1744,country adapt new,4
4255,least sidelining cpd,4
2956,found covid information,4
1115,close since teachers,4
4811,middleranking child bottom,4
9333,us break ofsted,4
8531,sustainable funding solutions,4
6016,primary schools lost,4
9635,week return schools,4
6932,running short space,4
2701,exploits society digital,4
1166,closure equivalent moving,4
8357,students affected closure,4
7527,schools reopening could,4
4790,mentalhealth wellbeing march_lshtms,4
4288,lessons could offered,4
4289,lessons online neunion,4
6871,risks health also,4
2938,forced partially close,4
1345,continue societal response,4
2162,discusses challenges current,4
8946,tips youve last,4
3972,johnson death plan,4
6516,reopen june lockdown,4
9579,way includes another,4
7396,schools moved mountains,4
7091,school closure equivalent,4
9379,using technology teachers,4
2336,ease lockdown reopen,4
1874,crisis using different,4
943,children care homes,4
9508,wales keep eye,4
5302,offering free tutoring,4
3505,help stop coronavirus,4
3697,impacts covid kids,4
5643,partnered nspcclearning create,4
5299,offered occasionally using,4
8817,thekeysl written helpful,4
8742,testing children teachers,4
6618,reopening schools colleges,4
8920,time thekeysl written,4
2395,education minister kirsty,4
3683,illustration long term,4
6615,reopening schools based,4
8086,society digital divide,4
7402,schools must redesigned,4
3322,great information available,4
2403,education notforprofit mutual,4
3512,helpful guide governing,4
7694,scotgov want ideas,4
5469,options staying home,4
1869,crisis primary schools,4
3240,governing boards looking,4
6629,reopening schools merkel,4
7401,schools must protocol,4
6790,return schools work,4
1870,crisis schools moved,4
1060,cipfa worrying illustration,4
1514,coronavirus lockdown exploits,4
2397,education minister says,4
947,children cep_lse study,4
3704,importance government taking,4
5757,phased schools wales,4
1028,children teachers first,4
5259,number children ft,4
9451,visit website find,4
6601,reopening issues gavinwilliamson,4
1884,criticism schools coronavirus,4
9244,union said sector,4
8139,special drugs work,4
1520,coronavirus lockdown measures,4
9224,understand impacts covid,4
8827,theres great information,4
7631,schools wales keep,4
936,children apart bbc,4
3745,increase spread coronavirus,4
5258,nspcclearning create safeguarding,4
6594,reopening could late,4
5257,nspcc range fantastic,4
1776,covid information page,4
5250,notforprofit mutual schoolmeals,4
1217,colleges together updates,4
7096,school closures compound,4
3337,grounds optimism plus,4
8822,there scientific consensus,4
5292,occasionally using technology,4
6719,resources support schools,4
6809,revealed boris johnsons,4
7015,say reopening schools,4
7391,schools merkel urges,4
7057,says theres currently,4
8927,times norway planning,4
479,bad taste mischievousness,4
136,advice states online,4
3482,help keep pupils,4
3724,includes another opportunity,4
9678,wellbeing march_lshtms director,4
8825,theres currently timescale,4
1777,covid kids approach,4
3728,includes possible changes,4
9930,wrote new sept,4
5321,ofsted twiddle thumbs,4
3242,government angelarayner uklabour,4
5247,note spike virus,4
482,balance risks health,4
1430,coronavirus crisis using,4
3602,home visiting households,4
3605,homeless lft changes,4
3606,homes homeless lft,4
7427,schools one district,4
3552,hill wrote new,4
1832,cpd fionaas urges,4
1399,coronavirus cmo_england said,4
5694,people communities covid19,4
8161,spike virus reproduction,4
5438,opening schools one,4
216,also delivering lessons,4
1849,credit give us,4
7414,schools northern italy,4
7080,school attendance fines,4
5370,online neunion advice,4
6687,requirements ehc assessments,4
1833,cpd instead take,4
16,academy trust boss,4
3289,governors changed time,4
9386,utu_edu northern ireland,4
550,best practice guidance,4
108,adequately funded deal,4
6798,returned class covid19,4
3287,governments temporary changes,4
1247,communities covid19 pandemic,4
7604,schools teachers neglect,4
7065,says welsh schools,4
9926,written helpful guide,4
8170,spread coronavirus cmo_england,4
1498,coronavirus joinourmovement kids,4
3275,government taking teachers,4
3292,governors trustees take,4
1837,create safeguarding resource,4
9388,vaccines grounds optimism,4
965,children ft distancing,4
9687,welsh schools could,4
8082,social workers union,4
2405,education phased schools,4
5335,one district half,4
1256,community past week,4
6705,resource school governors,4
9205,uklabour must consider,4
2293,drostens team showing,4
989,children may transmit,4
2475,ehc assessments plans,4
1650,coronavirus tutoring initiative,4
5334,one consequence covid,4
10000,youve last weeks,4
3245,government cipfa worrying,4
8085,societal response covid,4
5464,optimism plus schools,4
1278,compound preexisting problems,4
7013,say ministers closing,4
6997,said sector adequately,4
2289,driven primarily media,4
5460,opportunity say reopening,4
2294,drugs work remdesivir,4
5369,online lockdown theres,4
8016,since teachers parents,4
5368,online lessons could,4
222,also mentalhealth wellbeing,4
5711,people still dying,4
8906,time delighted partnered,4
5365,online learning running,4
1055,christian drostens team,4
5360,online learning crisis,4
9235,unfortunate poor wording,4
5721,per cent children,4
3308,gphottopics podcast coronavirus,4
3638,households resuming care,4
5353,ongoing coronavirus live,4
540,believes schools remain,4
2332,early years staff,4
8909,time give us,4
5655,past week letters,4
9157,uk germany postpones,4
208,along current parent,4
8705,technology teachers students,4
8838,thing colleagues schools,4
8126,space give us,4
261,angelarayner uklabour must,4
8127,space time give,4
5562,parent carers give,4
7775,secretary social workers,4
6760,results surprised everyone,4
8691,teaching unions via,4
7376,schools london try,4
5176,next week return,4
5595,parents lockdown wales,4
3167,give us credit,4
3168,give us space,4
5529,page unfortunate poor,4
7106,school community past,4
455,back june deleted,4
2380,education coronavirus uk,4
7456,schools people communities,4
502,based political expediency,4
6570,reopen there scientific,4
5824,platforms help keep,4
3141,get online learning,4
5593,parents kids across,4
5221,no doubt opening,4
259,andrew_adoniss criticism schools,4
1899,current schoolclosures shelaghfogarty,4
7114,school governors trustees,4
6972,safeguards pupils teachers,4
6827,right thing colleagues,4
3357,guidance dfe tips,4
1428,coronavirus crisis primary,4
5561,parent carers along,4
5553,pandemic visit website,4
5554,pandemic watch short,4
1525,coronavirus lockdown secondwave,4
3830,inspection remote online,4
5811,plans education coronavirus,4
2250,dont understand impacts,4
5807,planning find opening,4
3368,guide governing boards,4
1795,covid19 coronavirus lockdown,4
3817,initiative offering free,4
600,boards looking whats,4
500,based latest data,4
3379,half number children,4
3166,give us break,4
5183,next year news,4
3435,health also mentalhealth,4
3834,instead take professional,4
8696,team showing equal,4
9454,visiting households resuming,4
7781,sector adequately funded,4
1905,currently timescale schools,4
3165,give update developments,4
3806,information page _favsp,4
6558,reopen schools shops,4
1770,covid framework decision,4
3803,information available seced_education,4
